first_name,last_name,team,number,position,age,born,birth_place,country,height,weight,shoots
Tyson,Galloway,Lake Superior State Univ.,21,D,23,2003,"Kamloops, BC",Canada,"6'4""",205,L
Bryan,Huggins,Lake Superior State Univ.,40,D,23,2002,"Grand Rapids, MI",USA,"5'11""",181,R
Max,Ranström,Lake Superior State Univ.,2,D,21,2004,Filipstad,Sweden,"5'11""",192,L
William,Ahlrik,Lake Superior State Univ.,41,F,22,2003,Tidaholm,Sweden,"6'0""",190,L
Carter,Batchelder,Lake Superior State Univ.,11,F,23,2003,"Savage, MN",USA,"5'10""",183,L
Ryan,Beck,Lake Superior State Univ.,25,F,23,2002,"Linden, MI",USA,"5'10""",198,L
Wilson,Dahlheimer,Lake Superior State Univ.,13,F,22,2003,"Monticello, MN",USA,"5'10""",181,R
John,Herrington,Lake Superior State Univ.,26,F,23,2002,"Hudson's Hope, BC",Canada,"5'11""",192,L
Hadley,Hudak,Lake Superior State Univ.,43,F,22,2003,"Canton, MI",USA,"6'4""",201,R
Luke,Levandowski,Lake Superior State Univ.,17,F,23,2002,"Rosemount, MN",USA,"6'0""",172,L
Calem,Mangone,Lake Superior State Univ.,7,F,21,2004,"Sault Ste. Marie, ON",Canada,"5'9""",165,R
Matheson,Mason,Lake Superior State Univ.,97,F,21,2004,"Toronto, ON",Canada,"6'0""",179,L
Connor,Milburn,Lake Superior State Univ.,19,F,24,2001,"Kamloops, BC",Canada,"6'5""",212,L
Reagan,Milburn,Lake Superior State Univ.,22,F,23,2003,"Kamloops, BC",Canada,"6'0""",196,L
Everett,Pietila,Lake Superior State Univ.,18,F,22,2003,"Howell, MI",USA,"5'10""",185,R
Branden,Piku,Lake Superior State Univ.,77,F,23,2002,"Harrison Township, MI",USA,"5'8""",172,R
Hunter,Ramos,Lake Superior State Univ.,28,F,20,2005,"Fort Wayne, IN",USA,"5'9""",161,L
Pierson,Sobush,Lake Superior State Univ.,91,F,21,2004,"Sudbury, ON",Canada,"5'9""",170,L
Sasha,Teleguine,Lake Superior State Univ.,10,F,23,2002,"North Attleborough, MA",USA,"5'10""",194,L
Liam,Beerman,Lindenwood Univ.,35,G,21,2004,"Marquette, MI",USA,"6'0""",165,L
Klayton,Knapp,Lindenwood Univ.,31,G,22,2003,"Sylvania, OH",USA,"6'0""",190,L
Colin,Ronan,Lindenwood Univ.,29,G,22,2003,"Saugus, MA",USA,"6'2""",190,L
Michael,Bevilacqua,Lindenwood Univ.,15,D,23,2003,"Hamburg, NY",USA,"6'2""",205,L
Jacob,Delaney,Lindenwood Univ.,8,D,21,2004,"Glen Ellyn, IL",USA,"6'2""",218,L
Ethan,Elias,Lindenwood Univ.,18,D,22,2003,"Maple Grove, MN",USA,"5'8""",187,R
Connor,Gengle,Lindenwood Univ.,4,D,21,2005,"Grand Rapids, MI",USA,"5'9""",150,L
Brody,Mortensen,Lindenwood Univ.,28,D,21,2004,"Humboldt, SK",Canada,"6'1""",185,L
Nolan,Seed,Lindenwood Univ.,24,D,23,2002,"Newboro, ON",Canada,"5'11""",168,L
Jonathan,Wong,Lindenwood Univ.,3,D,21,2004,"North Vancouver, BC",Canada,"5'9""",161,R
Brady,Yakesh,Lindenwood Univ.,7,D,22,2003,"Delano, MN",USA,"5'9""",179,R
John,Evans,Lindenwood Univ.,14,F,23,2002,"South Surrey, BC",Canada,"5'10""",161,R
Jacob,Fletcher,Lindenwood Univ.,10,F,21,2004,"Midland, ON",Canada,"5'9""",170,R
Louis-Philippe,Fontaine,Lindenwood Univ.,19,F,21,2004,"Chambly, QC",Canada,"5'9""",203,L
Ty,Hipkin,Lindenwood Univ.,20,F,22,2003,"High River, AB",Canada,"5'11""",181,L
Olivier,Houde,Lindenwood Univ.,22,F,22,2004,"Dosquet, QC",Canada,"6'1""",181,L
Drew,Kuzma,Lindenwood Univ.,9,F,23,2002,"St. Albert, AB",Canada,"6'6""",218,L
Tyler,Loughman,Lindenwood Univ.,26,F,22,2003,"St. Louis, MO",USA,"5'11""",174,R
Brady,McIsaac,Lindenwood Univ.,27,F,21,2004,"Prince George, BC",Canada,"5'9""",165,L
Jaeden,Mercier,Lindenwood Univ.,23,F,24,2002,"Saskatoon, SK",Canada,"5'11""",170,R
Giovanni,Morneau,Lindenwood Univ.,6,F,22,2003,"Ottawa, ON",Canada,"5'9""",168,R
Adam,Raesler,Lindenwood Univ.,13,F,22,2003,"Edmonton, AB",Canada,"6'1""",185,L
Anselmo,Rego,Lindenwood Univ.,16,F,20,2005,"Brampton, ON",Canada,"5'9""",176,R
Charles,Savoie,Lindenwood Univ.,11,F,23,2003,"St-Eustache, QC",Canada,"6'2""",168,L
Patrick,Schmiedlin,Lindenwood Univ.,17,F,23,2002,"Culver, IN",USA,"6'1""",185,L
Jake,Southgate,Lindenwood Univ.,21,F,23,2002,"North Battleford, SK",Canada,"5'11""",185,L
Will,Winemaster,Lindenwood Univ.,5,F,22,2003,"Chicago, IL",USA,"6'3""",205,R
Ethan,Zielke,Lindenwood Univ.,12,F,22,2003,"Calgary, AB",Canada,"5'10""",179,L
Carter,Bickle,Long Island Univ.,31,G,21,2004,"Brooklin, ON",Canada,"6'1""",181,L
Daniel,Duris,Long Island Univ.,30,G,22,2003,Martin,Slovakia,"6'1""",181,R
Michael,Polston,Long Island Univ.,1,G,21,2004,"Cedarburg, WI",USA,"6'0""",176,L
Lukas,Renaud,Long Island Univ.,37,G,22,2004,"Montréal, QC",Canada,"6'2""",194,L
Nate,Benoit,Long Island Univ.,22,D,23,2002,"Bow, NH",USA,"6'1""",187,L
Nicholas,Bernardo,Long Island Univ.,48,D,22,2003,"Hauppauge, NY",USA,"5'9""",174,L
A.J.,Casperson,Long Island Univ.,3,D,24,2001,"Flower Mound, TX",USA,"6'2""",196,L
Blake,Dangos,Long Island Univ.,4,D,23,2002,"St. Louis, MO",USA,"5'10""",174,L
Jack,Darby,Long Island Univ.,7,D,21,2004,"New Hartford, NY",USA,"6'4""",190,L
Trevor,Griebel,Long Island Univ.,5,D,24,2001,"Tampa, FL",USA,"5'10""",165,L
Luke,Hause,Long Island Univ.,24,D,21,2004,"St. Paul, MN",USA,"6'4""",194,L
Blake,Matheson,Long Island Univ.,6,D,20,2005,"Everett, WA",USA,"6'1""",192,R
Trenton,Powell,Long Island Univ.,2,D,21,2004,"Soldotna, AK",USA,"5'10""",185,R
Garrett,Valk,Long Island Univ.,28,D,23,2002,"North Vancouver, BC",Canada,"6'3""",205,R
Heath,Armstrong,Long Island Univ.,10,F,23,2002,"Calgary, AB",Canada,"5'8""",172,L
Daniel,Baldassarra,Long Island Univ.,9,F,23,2002,"Vaughan, ON",Canada,"5'10""",170,L
Jaden,Dyke,Long Island Univ.,29,F,21,2004,"St. John's, NL",Canada,"6'4""",205,L
Sixten,Jennersjö,Long Island Univ.,17,F,22,2003,Ekerö,Sweden,"5'11""",190,L
Dylan,Kinch,Long Island Univ.,27,F,21,2004,Salzburg,Canada,"5'11""",185,R
Isaac,Lambert,Long Island Univ.,26,F,22,2003,"Victoriaville, QC",Canada,"6'1""",196,L
Luca,Leighton,Long Island Univ.,15,F,22,2003,"Old Brookville, NY",USA,"5'8""",181,L
Onni,Leppänen,Long Island Univ.,52,F,22,2003,Helsinki,Finland,"5'8""",165,R
Anthony,Lucarelli,Long Island Univ.,18,F,22,2003,"Chatham, ON",Canada,"6'2""",190,L
Casey,McDonald,Long Island Univ.,67,F,24,2001,"Kindersley, SK",Canada,"6'1""",185,R
Johnny,McMahon,Long Island Univ.,11,F,21,2004,"Oceanside, NY",USA,"5'11""",190,R
Chad,Muller,Long Island Univ.,19,F,22,2003,"Kingston, ON",Canada,"6'1""",190,R
Brennan,Nelson,Long Island Univ.,12,F,22,2003,"Edmonton, AB",Canada,"5'11""",205,L
J.R.,Perdion,Long Island Univ.,38,F,22,2003,"Strongsville, OH",USA,"5'11""",181,R
Brett,Rylance,Long Island Univ.,55,F,24,2001,"Edmonton, AB",Canada,"5'10""",181,L
Noah,Serdachny,Long Island Univ.,91,F,22,2003,"Edmonton, AB",Canada,"6'2""",194,R
Simon,Bucheler,Mercyhurst Univ.,44,G,23,2002,"St-Laurent, QC",Canada,"6'2""",190,L
Salvatore,Evola,Mercyhurst Univ.,33,G,24,2001,"Rochester, MI",USA,"6'0""",174,L
Charles-Edward,Gravel,Mercyhurst Univ.,29,G,21,2004,"Lévis, QC",Canada,"6'1""",194,R
Henry,Hunt,Mercyhurst Univ.,1,G,21,2004,"Cedarburg, WI",USA,"6'2""",181,L
Tyler,DesRochers,Mercyhurst Univ.,7,D,22,2003,"Howell, NJ",USA,"6'0""",185,R
Francesco,Iasenza,Mercyhurst Univ.,10,D,21,2004,"Pointe-Claire, QC",Canada,"6'1""",201,L
Lukas,Klemm,Mercyhurst Univ.,2,D,21,2004,"Ridgefield, CT",USA,"6'2""",194,R
John,Larkin,Mercyhurst Univ.,3,D,25,2001,"Detroit, MI",USA,"6'2""",190,L
Jacob,LeBlanc,Mercyhurst Univ.,18,D,21,2004,George Town,Canada,"6'1""",187,R
Kaden,Muir,Mercyhurst Univ.,20,D,21,2004,"Manchester, NH",USA,"6'2""",190,R
Tyler,Nasca,Mercyhurst Univ.,28,D,25,2001,"Wheatfield, NY",USA,"5'10""",174,R
Caleb,Price,Mercyhurst Univ.,5,D,25,2000,"Hooksett, NH",USA,"5'10""",174,L
Trent,Sambrook,Mercyhurst Univ.,6,D,24,2002,"Winnipeg, MB",Canada,"5'10""",174,L
Jaryd,Sych,Mercyhurst Univ.,4,D,23,2003,"Airdrie, AB",Canada,"6'2""",205,L
Dominik,Bartecko,Mercyhurst Univ.,15,F,22,2003,Praha,USA,"5'9""",174,L
Barrett,Brooks,Mercyhurst Univ.,11,F,24,2001,"Stevens Point, WI",USA,"5'7""",170,R
Ryan,Coughlin,Mercyhurst Univ.,16,F,25,2001,"Charlotte, NC",USA,"6'0""",181,R
Alexander,Dimitriadis,Mercyhurst Univ.,27,F,21,2004,"Richmond Hill, ON",Canada,"5'10""",181,L
Matteo,Disipio,Mercyhurst Univ.,24,F,22,2003,"Nepean, ON",Canada,"6'0""",170,R
Riley,Fitzgerald,Mercyhurst Univ.,19,F,22,2003,"Wilmington, MA",USA,"5'10""",165,R
Tyler,Haskins,Mercyhurst Univ.,43,F,22,2003,"Rochester, MN",USA,"6'1""",172,L
Sean,James,Mercyhurst Univ.,9,F,23,2002,"Almonte, ON",Canada,"6'0""",196,R
Christian,Kocsis,Mercyhurst Univ.,23,F,21,2004,"Middletown, NJ",USA,"5'10""",170,L
Brendan,Lamb,Mercyhurst Univ.,8,F,21,2004,"Battle Creek, MI",USA,"5'11""",176,R
Andrew,LeBlanc,Mercyhurst Univ.,14,F,21,2004,George Town,Canada,"6'0""",183,L
Connor,Pelc,Mercyhurst Univ.,37,F,22,2003,"Buffalo, NY",USA,"6'2""",194,R
Will,Schumacher,Mercyhurst Univ.,21,F,21,2004,"Prior Lake, MN",USA,"6'0""",181,L
Noah,Sedore,Mercyhurst Univ.,22,F,24,2002,"Bobcaygeon, ON",Canada,"5'9""",168,L
Joseph,Serpa,Mercyhurst Univ.,34,F,23,2002,"Cambridge, ON",Canada,"6'0""",165,R
Spencer,Smith,Mercyhurst Univ.,26,F,23,2002,"St. Catharines, ON",Canada,"5'9""",174,L
Ryan,Keyes,Merrimack College,31,G,22,2003,"Fairbanks, AK",USA,"6'2""",172,L
Max,Lundgren,Merrimack College,47,G,23,2002,Ängelholm,Sweden,"6'5""",229,L
Nils,Wallström,Merrimack College,30,G,22,2003,Skellefteå,Sweden,"6'3""",185,L
Trent,Ballentyne,Merrimack College,22,D,21,2004,"London, ON",Canada,"6'3""",183,R
Ethan,Beyer,Merrimack College,7,D,21,2004,"Philadelphia, PA",USA,"5'11""",183,R
Matthew,Campbell,Merrimack College,15,D,22,2003,"North Vancouver, BC",Canada,"6'1""",170,L
Nathan,King,Merrimack College,2,D,21,2004,"Victoria, BC",Canada,"6'2""",192,L
Cameron,Kungle,Merrimack College,17,D,23,2002,"Red Deer, AB",Canada,"6'2""",205,L
Hunter,Mayo,Merrimack College,8,D,21,2004,"Martensville, SK",Canada,"6'1""",196,R
Filip,Nordberg,Merrimack College,3,D,21,2004,Stockholm,Sweden,"6'5""",212,L
Austin,Oravetz,Merrimack College,24,D,22,2003,"Canonsburg, PA",USA,"5'9""",192,R
Seamus,Powell,Merrimack College,4,D,21,2004,"Marcellus, NY",USA,"6'0""",165,L
Daniel,Astapovich,Merrimack College,6,F,20,2005,"Birmingham, MI",USA,"6'3""",198,R
Caden,Cranston,Merrimack College,21,F,21,2004,"Rochester, NY",USA,"5'10""",174,R
Ty,Daneault,Merrimack College,16,F,21,2004,"Red Deer, AB",Canada,"5'11""",192,R
Michael,Emerson,Merrimack College,26,F,22,2003,"Yorktown Heights, NY",USA,"6'1""",201,R
Caelan,Fitzpatrick,Merrimack College,29,F,22,2003,"Moose Jaw, SK",Canada,"5'11""",185,L
Nolan,Flamand,Merrimack College,20,F,22,2004,"Saskatoon, SK",Canada,"5'9""",181,L
Justin,Gill,Merrimack College,23,F,23,2003,"St-Joseph-du-Lac, QC",Canada,"6'1""",190,L
Joseph,Henneberry,Merrimack College,13,F,21,2004,"Halifax, NS",Canada,"6'2""",192,L
Mark,Hillier,Merrimack College,19,F,23,2002,"Labrador City, NL",Canada,"6'1""",181,L
Trevor,Hoskin,Merrimack College,10,F,21,2004,"Belleville, ON",Canada,"6'1""",174,R
Parker,Lalonde,Merrimack College,12,F,22,2004,"Aberdeen, SK",Canada,"6'1""",176,R
Ryan,O'Connell,Merrimack College,28,F,22,2003,"Moorestown, NJ",USA,"5'10""",187,L
Nick,Pierre,Merrimack College,11,F,21,2004,"Cottage Grove, MN",USA,"5'9""",165,L
Jack,Richard,Merrimack College,9,F,23,2002,"Stoney Creek, ON",Canada,"6'4""",181,L
Ben,Yurchuk,Merrimack College,27,F,21,2005,"Montréal, QC",USA,"5'8""",170,L
Matteo,Drobac,Miami Univ. (Ohio),45,G,22,2003,"Oakville, ON",Canada,"6'2""",201,L
Mathis,Langevin,Miami Univ. (Ohio),31,G,19,2006,"St-Zotique, QC",Canada,"6'4""",201,L
Benjamin,Motew,Miami Univ. (Ohio),35,G,21,2004,"Glencoe, IL",USA,"6'0""",185,L
Kyle,Aucoin,Miami Univ. (Ohio),9,D,23,2002,"Ottawa, ON",Canada,"6'0""",185,L
Nick,Donato,Miami Univ. (Ohio),3,D,23,2002,"Lake Forest, IL",USA,"6'0""",194,R
Owen,Lalonde,Miami Univ. (Ohio),12,D,26,2000,"Windsor, ON",Canada,"6'1""",194,R
Vladislav,Lukashevich,Miami Univ. (Ohio),71,D,22,2003,Magadan,Russia,"6'1""",187,L
Shaun,McEwen,Miami Univ. (Ohio),2,D,22,2004,"Hadley, MA",USA,"6'0""",192,L
Michael,Phelan,Miami Univ. (Ohio),73,D,19,2006,"Hinsdale, IL",USA,"6'0""",176,R
Michael,Quinn,Miami Univ. (Ohio),6,D,22,2003,"St. Louis, MO",USA,"5'11""",176,R
Ryder,Thompson,Miami Univ. (Ohio),43,D,21,2004,"Russell, MB",Canada,"5'11""",183,L
Kocha,Delic,Miami Univ. (Ohio),13,F,21,2004,"Ottawa, ON",Canada,"5'11""",198,L
David,Deputy,Miami Univ. (Ohio),20,F,21,2004,"Gurnee, IL",USA,"5'9""",185,R
John,Emmons,Miami Univ. (Ohio),8,F,22,2004,"Washington, MI",USA,"6'0""",185,L
Matteo,Giampa,Miami Univ. (Ohio),91,F,22,2003,"Virgil, ON",Canada,"6'0""",176,R
Doug,Grimes,Miami Univ. (Ohio),19,F,23,2002,"Brookline, MA",USA,"6'3""",201,R
David,Grosek,Miami Univ. (Ohio),81,F,22,2003,"Queens, NY",USA,"5'11""",187,L
Ethan,Hay,Miami Univ. (Ohio),68,F,21,2005,"Waterloo, ON",Canada,"6'1""",194,L
Max,Helgeson,Miami Univ. (Ohio),17,F,25,2000,"Anchorage, AK",USA,"6'1""",185,R
Blake,Mesenburg,Miami Univ. (Ohio),26,F,23,2002,"Orono, MN",USA,"5'11""",181,L
Nicholas,Mikan,Miami Univ. (Ohio),10,F,21,2004,"Edina, MN",USA,"6'4""",229,R
Ilia,Morozov,Miami Univ. (Ohio),18,F,17,2008,Moskva,Russia,"6'3""",205,L
Brayden,Morrison,Miami Univ. (Ohio),23,F,23,2002,"Calgary, AB",Canada,"6'0""",185,L
Casper,Nässén,Miami Univ. (Ohio),33,F,21,2004,Norrtälje,Sweden,"6'4""",214,R
Ryan,Smith,Miami Univ. (Ohio),14,F,20,2005,"Pendleton, NY",USA,"5'9""",179,R
Justin,Stupka,Miami Univ. (Ohio),11,F,20,2005,"Pittsburgh, PA",USA,"6'2""",214,R
Bradley,Walker,Miami Univ. (Ohio),21,F,21,2004,"Orono, MN",USA,"6'1""",194,R
Trey,Augustine,Michigan State Univ.,1,G,21,2005,"South Lyon, MI",USA,"6'1""",194,L
Dolan,Gilbert,Michigan State Univ.,30,G,24,2001,"South Bend, IN",USA,"6'2""",190,L
Melvin,Strahl,Michigan State Univ.,32,G,20,2005,Sollefteå,Sweden,"6'3""",170,L
Sean,Barnhill,Michigan State Univ.,3,D,19,2007,"Scottsdale, AZ",USA,"6'6""",214,R
Matt,Basgall,Michigan State Univ.,9,D,23,2002,"Lake Forest, IL",USA,"5'10""",190,R
Patrick,Geary,Michigan State Univ.,2,D,22,2004,"Hamburg, NY",USA,"6'1""",192,L
Matthew,Lahey,Michigan State Univ.,14,D,19,2006,"Victoria, BC",Canada,"6'6""",209,L
Colin,Ralph,Michigan State Univ.,4,D,20,2005,"Maple Grove, MN",USA,"6'4""",229,L
Travis,Shoudy,Michigan State Univ.,5,D,23,2002,"Marysville, MI",USA,"5'10""",181,L
Maxim,Strbak,Michigan State Univ.,8,D,20,2005,Kosice,Slovakia,"6'2""",203,R
Cole,Ward,Michigan State Univ.,6,D,20,2005,"Rochester Hills, MI",USA,"6'6""",209,R
Owen,West,Michigan State Univ.,11,D,21,2004,"Pittsboro, IN",USA,"5'11""",194,L
Austin,Baker,Michigan State Univ.,19,F,20,2006,"White Lake Township, MI",USA,"6'0""",190,L
Cole,Burke,Michigan State Univ.,25,F,22,2004,"Trenton, MI",USA,"6'2""",181,R
Griffin,Jurecki,Michigan State Univ.,12,F,22,2003,"Grosse Ile, MI",USA,"5'10""",183,L
Ryker,Lee,Michigan State Univ.,18,F,19,2006,"Wilmette, IL",USA,"6'1""",185,R
Cayden,Lindstrom,Michigan State Univ.,28,F,20,2006,"Chetwynd, BC",Canada,"6'3""",220,L
Nathan,Mackie,Michigan State Univ.,24,F,21,2004,"Prince George, BC",Canada,"5'11""",194,R
Porter,Martone,Michigan State Univ.,22,F,19,2006,"Peterborough, ON",Canada,"6'3""",209,R
Tommi,Männistö,Michigan State Univ.,10,F,22,2004,Riihimäki,Finland,"6'0""",205,L
Eric,Nilson,Michigan State Univ.,26,F,18,2007,"Calgary, AB",Sweden,"6'0""",170,R
Gavin,O'Connell,Michigan State Univ.,29,F,22,2004,"Wayzata, MN",USA,"6'0""",194,R
Anthony,Romani,Michigan State Univ.,21,F,20,2005,"Pickering, ON",Canada,"6'1""",194,R
Daniel,Russell,Michigan State Univ.,20,F,24,2001,"Williamsburg, MI",USA,"5'10""",161,L
Tiernan,Shoudy,Michigan State Univ.,13,F,23,2002,"St. Clair, MI",USA,"5'9""",179,L
Charlie,Stramel,Michigan State Univ.,15,F,21,2004,"Rosemount, MN",USA,"6'3""",216,R
Shane,Vansaghi,Michigan State Univ.,23,F,19,2006,"St. Louis, MO",USA,"6'2""",216,R
Owen,Bartoszkiewicz,Michigan Tech,35,G,22,2003,"Northville, MI",USA,"6'2""",198,L
Bryant,Lee,Michigan Tech,31,G,19,2006,"Madison, WI",USA,"6'0""",181,L
Ryan,Manzella,Michigan Tech,37,G,21,2004,"Eagan, MN",USA,"6'0""",174,L
Jack,Anderson,Michigan Tech,4,D,23,2002,"St. Louis, MO",USA,"6'6""",225,L
Reid,Andresen,Michigan Tech,21,D,20,2005,"Saskatoon, SK",Canada,"5'9""",165,L
Rylan,Brown,Michigan Tech,3,D,21,2005,"Sherwood Park, AB",Canada,"6'0""",161,L
Luca,Fasciano,Michigan Tech,26,D,22,2003,"Toronto, ON",Canada,"6'4""",209,R
Max,Matthews,Michigan Tech,5,D,21,2004,"Arlington Heights, IL",USA,"6'1""",190,R
Tyler,Miller,Michigan Tech,13,D,21,2004,"Medicine Hat, AB",Canada,"6'0""",176,L
Kalem,Parker,Michigan Tech,8,D,21,2004,"Clavet, SK",Canada,"6'0""",187,R
Braden,Pietila,Michigan Tech,25,D,21,2004,"Howell, MI",USA,"6'1""",185,L
Joe,Prouty,Michigan Tech,20,D,24,2001,"Apple Valley, MN",USA,"6'1""",203,R
Kasper,Vähärautio,Michigan Tech,7,D,23,2002,Helsinki,Finland,"6'0""",187,L
Ryan,Abraham,Michigan Tech,12,F,21,2004,"Troy, MI",USA,"5'8""",170,L
Owen,Baker,Michigan Tech,11,F,22,2004,"Howell, MI",USA,"5'10""",185,R
Carson,Birnie,Michigan Tech,15,F,21,2005,"Arcola, SK",Canada,"6'1""",187,L
Brayden,Boehm,Michigan Tech,6,F,22,2004,"Nanaimo, BC",Canada,"6'0""",187,L
Michael,Cicek,Michigan Tech,19,F,22,2004,"Winnipeg, MB",Canada,"6'1""",190,R
Reid,Daavettila,Michigan Tech,17,F,20,2005,"Howell, MI",USA,"6'2""",198,R
Isaac,Gordon,Michigan Tech,16,F,22,2004,"Landmark, MB",Canada,"6'0""",187,R
Elias,Jansson,Michigan Tech,10,F,20,2005,Oulu,Finland,"6'0""",196,L
Max,Koskipirtti,Michigan Tech,14,F,21,2004,Espoo,Finland,"6'1""",190,L
Trevor,Kukkonen,Michigan Tech,23,F,25,2001,"Maple Grove, MN",USA,"5'10""",181,L
Carson,Latimer,Michigan Tech,9,F,23,2003,"White Rock, BC",Canada,"6'1""",192,R
Tom,Leppä,Michigan Tech,2,F,20,2005,Kauniainen,Finland,"6'0""",183,L
Ryder,Matter,Michigan Tech,29,F,21,2004,"Beaumont, AB",Canada,"6'0""",185,R
Lauri,Raiman,Michigan Tech,27,F,22,2004,Vantaa,Finland,"5'11""",179,L
Noah,Reinhart,Michigan Tech,18,F,21,2004,"Dundas, ON",Canada,"6'1""",201,R
Stiven,Sardaryan,Michigan Tech,77,F,23,2003,St. Petersburg,Russia,"6'2""",187,L
Teydon,Trembecky,Michigan Tech,28,F,20,2005,"Strathcona, AB",Canada,"5'11""",181,L
Matthew,Van Blaricom,Michigan Tech,22,F,19,2006,"Southey, SK",Canada,"5'11""",174,R
Max,Beckford,Minnesota State Univ. (Mankato),35,G,23,2003,"London, ON",Canada,"6'2""",205,L
Matthew,Syverson,Minnesota State Univ. (Mankato),31,G,22,2003,"Apple Valley, MN",USA,"6'4""",185,L
Alexander,Tracy,Minnesota State Univ. (Mankato),33,G,24,2001,"Chicago, IL",USA,"6'0""",187,L
Ralfs,Bergmanis,Minnesota State Univ. (Mankato),39,D,23,2002,Liepaja,Latvia,"5'10""",174,L
Rylan,Bonkowski,Minnesota State Univ. (Mankato),26,D,19,2006,"Richmond, BC",Canada,"5'11""",170,R
Campbell,Cichosz,Minnesota State Univ. (Mankato),8,D,24,2001,"Albert Lea, MN",USA,"6'1""",185,R
Jacob,Conrad,Minnesota State Univ. (Mankato),4,D,23,2002,"Green Bay, WI",USA,"5'10""",170,L
Easton,Hewson,Minnesota State Univ. (Mankato),28,D,20,2005,"Edmonton, AB",Canada,"6'4""",220,L
Liam,Hupka,Minnesota State Univ. (Mankato),22,D,20,2005,"Minneapolis, MN",USA,"6'3""",190,R
Evan,Murr,Minnesota State Univ. (Mankato),10,D,23,2003,"Stillwater, MN",USA,"5'11""",179,R
Jakob,Stender,Minnesota State Univ. (Mankato),18,D,23,2002,"Alexandria, MN",USA,"6'1""",185,L
Bryce,Strand,Minnesota State Univ. (Mankato),7,D,22,2004,"Green Bay, WI",USA,"5'9""",165,L
Mason,Wheeler,Minnesota State Univ. (Mankato),5,D,24,2001,"Inver Grove Heights, MN",USA,"6'1""",194,L
Luigi,Benincasa,Minnesota State Univ. (Mankato),9,F,23,2002,"Edmonton, AB",Canada,"5'9""",157,R
Jacob,Bonkowski,Minnesota State Univ. (Mankato),16,F,22,2003,"Richmond, BC",Canada,"6'1""",170,L
Felikss,Gavars,Minnesota State Univ. (Mankato),25,F,23,2002,Riga,Latvia,"5'11""",183,L
Mason,LeBel,Minnesota State Univ. (Mankato),14,F,21,2004,"South Bend, IN",USA,"6'3""",194,L
Tristan,Lemyre,Minnesota State Univ. (Mankato),13,F,25,2001,"Mirabel, QC",Canada,"5'9""",170,R
Charlie,Lurie,Minnesota State Univ. (Mankato),24,F,22,2003,"Minnetonka, MN",USA,"5'11""",187,L
Reid,Morich,Minnesota State Univ. (Mankato),44,F,20,2005,"Scottsdale, AZ",USA,"6'2""",214,R
Jordan,Ronn,Minnesota State Univ. (Mankato),11,F,20,2005,"Champlin Park, MN",USA,"5'10""",176,L
Sawyer,Scholl,Minnesota State Univ. (Mankato),23,F,24,2002,"Green Bay, WI",USA,"6'2""",190,L
Jack,Smith,Minnesota State Univ. (Mankato),20,F,23,2002,"St. Cloud, MN",USA,"6'0""",190,L
Ean,Somoza,Minnesota State Univ. (Mankato),17,F,23,2003,"Thousand Oaks, CA",USA,"6'3""",205,R
Liam,Watkins,Minnesota State Univ. (Mankato),27,F,21,2004,"Okotoks, AB",Canada,"6'1""",201,L
Finlay,Williams,Minnesota State Univ. (Mankato),21,F,22,2003,"North Vancouver, BC",Canada,"6'1""",185,R
Alexander,Zetterberg,Minnesota State Univ. (Mankato),12,F,19,2006,Sundsvall,Sweden,"5'8""",163,R
Tomas,Anderson,Niagara Univ.,31,G,21,2004,"Stillwater, MN",USA,"6'3""",201,L
Mitchell,Day,Niagara Univ.,30,G,24,2002,MO,USA,"5'10""",174,L
Deivs,Rolovs,Niagara Univ.,1,G,21,2004,Riga,Latvia,"6'2""",183,L
Mitchell,Becker,Niagara Univ.,3,D,24,2001,"Rogers, MN",USA,"6'4""",223,R
Lane,Brockhoff,Niagara Univ.,22,D,25,2000,"Edberg, AB",Canada,"6'1""",207,L
Cameron,Eke,Niagara Univ.,8,D,20,2005,"St. Catharines, ON",Canada,"6'2""",198,L
Ethan,Lund,Niagara Univ.,28,D,24,2001,"Calgary, AB",Canada,"5'10""",185,L
Ray,Murakami,Niagara Univ.,27,D,22,2003,Tomakomai,Japan,"6'0""",176,L
Nathan,Oickle,Niagara Univ.,9,D,23,2003,"Peterborough, ON",Canada,"6'0""",185,R
Ross,Roloson,Niagara Univ.,12,D,23,2003,"Woodbury, MN",Canada,"5'11""",174,R
Jonathan,Ziskie,Niagara Univ.,2,D,24,2001,"Macomb, MI",USA,"6'3""",187,L
Davis,Codd,Niagara Univ.,29,F,22,2003,"Brighton, MI",USA,"5'10""",174,R
Grayson,Dietrich,Niagara Univ.,13,F,24,2001,"Calgary, AB",Canada,"6'2""",201,L
Marshall,Finnie,Niagara Univ.,14,F,22,2004,"Lethbridge, AB",Canada,"6'2""",194,R
Noah,Hackett,Niagara Univ.,34,F,24,2001,"Ponoka, AB",Canada,"6'1""",174,R
Aidan,Litke,Niagara Univ.,17,F,22,2003,"Winnipeg, MB",Canada,"6'1""",192,L
Jacob,Maillet,Niagara Univ.,26,F,22,2003,"Dundas, ON",Canada,"6'1""",205,R
Declan,McDonnell,Niagara Univ.,25,F,24,2002,"Buffalo, NY",USA,"5'10""",190,R
Dallon,Melin,Niagara Univ.,21,F,23,2002,"Camrose, AB",Canada,"6'4""",220,L
